index,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group,med_spread_1,med_spread_2,med_spread_3,med_spread_4
0,2018-06-06,2707648.0,80.35,21.6896,1.10332035412,66282.4,545.3569,NASDAQ,,0.0647888888889,0.0461497777778,0.0251635555556,0.0137185555556
1,2018-06-06,129235.0,10.12,56.1664,0.942186640721,247.4,224.78223,NYSE,Healthcare-Services,0.123496333333,0.0589548888889,0.0383147777778,0.022761
2,2018-06-06,16803.0,59.41,14.2784,0.400868191587,268.83,1113.6087165,ARCA,,0.331609111111,0.210215111111,0.136992222222,0.133509777778
3,2018-06-06,4853209.0,44.18,32.4544,1.27231589668,20682.98,493.8335695,NASDAQ,Airlines,0.0317024444444,0.0204174444444,0.0107071111111,0.01
4,2018-06-06,783.0,68.55,92.8448,-0.306429752318,110.49,132.256619,AMEX,Diversified Finan Serv,8.30789466667,7.71046488889,4.89355488889,5.03998322222
5,2018-06-06,2235.0,2.9,114.7904,-0.207775954395,58.77,509.288614,NASDAQ,Insurance,0.200254,,0.2054608,0.2
6,2018-06-06,402362.0,40.54,28.7168,0.966855282141,2851.78,208.5407425,NYSE,Commercial Services,0.199465666667,0.0800021111111,0.0250434444444,0.0100284444444
7,2018-06-06,1001131.0,47.04,64.288,1.19259373262,921.0,253.114131,NASDAQ,Electronics,0.133637222222,0.0872421111111,0.0616156666667,0.0275854444444
8,2018-06-06,243527.0,32.1,29.1008,0.608273161938,1680.83,574.1198425,NASDAQ,Building Materials,0.214523666667,0.0972372222222,0.0520824444444,0.05
9,2018-06-06,18330517.0,193.31,15.6928,1.03164300135,950145.33,386.6959275,NASDAQ,Computers,0.0218206666667,0.0169053333333,0.0110222222222,0.0102995555556
10,2018-06-06,1114175.0,129.95,33.7536,1.08851689827,9620.37,199.979744,NYSE,Retail,0.298862555556,0.204534555556,0.0947587777778,0.0327776666667
11,2018-06-06,162447.0,37.04,17.6832,0.231335076812,1748.42,230.6304025,NYSE,REITS,0.148053777778,0.0681032222222,0.0192703333333,0.01
12,2018-06-06,2098956.0,49.45,31.4112,0.912343865469,9220.24,245.3562635,NYSE,Mining,0.068336,0.0361322222222,0.0202651111111,0.0115777777778
13,2018-06-06,101049.0,0.73,45.1776,0.253995914366,74.61,1204.226474,AMEX,Mining,0.00900477777778,0.00650555555556,0.00588677777778,0.00735011111111
14,2018-06-06,223119.0,2.95,57.216,0.506507515012,549.3,9194.485527,NYSE,Oil&Gas,0.0605523333333,0.05,0.05,0.0510717777778
