index,trade_date,volume,price,volatility,spx_beta,market_cap,avg_market_size,primary_route,industry_group,med_spread_1,med_spread_2,med_spread_3,med_spread_4
0,2018-06-07,3015938.0,80.28,21.4592,1.09838775756,66224.66,569.6510975,NASDAQ,,0.0612574444444,0.0456941111111,0.0241416666667,0.0121953333333
1,2018-06-07,128398.0,10.42,56.864,0.954946859769,254.73,228.4240395,NYSE,Healthcare-Services,0.128777444444,0.0593142222222,0.0370063333333,0.0220131111111
2,2018-06-07,20419.0,60.07,14.3872,0.40131687538,274.82,1113.6087165,ARCA,,0.310893777778,0.204237666667,0.140776777778,0.121778555556
3,2018-06-07,4748117.0,44.19,32.8448,1.28665610398,20687.67,448.3835175,NASDAQ,Airlines,0.0310706666667,0.0201465555556,0.0107071111111,0.01
4,2018-06-07,783.0,67.55,91.36,-0.31845804971,108.87,132.256619,AMEX,Diversified Finan Serv,7.57010275,7.72049566667,4.91373888889,5.210473
5,2018-06-07,2158.0,2.7,114.1824,-0.295333513471,54.71,508.5528655,NASDAQ,Insurance,0.200254,,0.20421725,0.2
6,2018-06-07,395330.0,40.67,28.5376,0.948040728017,2860.92,208.5407425,NYSE,Commercial Services,0.179608555556,0.078218,0.0248077777778,0.0100284444444
7,2018-06-07,1155248.0,44.86,64.5824,1.24020772627,878.31,253.114131,NASDAQ,Electronics,0.134986666667,0.0907294444444,0.0638854444444,0.0288494444444
8,2018-06-07,243527.0,32.44,29.2544,0.609841248073,1707.01,574.1198425,NASDAQ,Building Materials,0.226978555556,0.0972372222222,0.0518901111111,0.05
9,2018-06-07,18879839.0,193.98,15.5136,1.03651294159,953438.47,493.1364505,NASDAQ,Computers,0.0224423333333,0.0169333333333,0.0109862222222,0.0101298888889
10,2018-06-07,1088956.0,130.59,33.1392,1.06277812811,9667.75,199.739591,NYSE,Retail,0.289670666667,0.193098888889,0.0897587777778,0.0295536666667
11,2018-06-07,178927.0,37.35,17.5808,0.224630594112,1763.05,228.705295,NYSE,REITS,0.140408222222,0.0671556666667,0.0194701111111,0.0105901111111
12,2018-06-07,2092721.0,50.13,31.2256,0.945127679734,9347.03,250.251326,NYSE,Mining,0.0661723333333,0.034585,0.0200874444444,0.0110046666667
